Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
STRM,"Streamline Health Solutions, Inc.",0,0,-0.29498525,0.5952381,-1.45772595,-3.40909091,-5.55555556,-1.73410405,-5.55555556,-12.82051282,8.97435897,8.28025478,0.8510284,5.35119048
EMCF,Emclaire Financial Corp,-2.92084825,-2.92084825,-2.92084825,-2.92084825,-2.92084825,-2.92084825,-0.86531226,-2.04460967,-0.56603774,-6.54371342,-13.95918367,10.94316426,-0.10379526,3.00872865
RSSS,"Research Solutions, Inc",2.64150943,4.81695568,3.81679389,3.81679389,3.03030303,5.01930502,2.64150943,2.64150943,13.33333333,18.26086957,16.73819742,2.64150943,0.23834388,5.01930502
AVCT,"American Virtual Cloud Technologies, Inc.",-0.99009901,0,0,-1.68539326,-2.58023214,-11.39240506,-22.56637168,-15.86538462,-43.08943089,-43.82022472,-51.38888889,-24.07809111,1.4955631,14.82571429
PRPO,"Precipio, Inc.",-0.15948963,-0.15948963,-0.28671551,-0.09256599,-0.63492063,-2.78637771,-3.38461538,-6.82492582,-17.36842105,35.34482759,51.69082126,9.79020979,1.3431675,8.11688312
VS,Versus Systems Inc.,-0.54945055,-0.54945055,-0.40936702,-0.98468271,-4.33403805,-6.37860082,-11.1328125,2.94117647,-32.59259259,-47.0314319,-63.6,23.64130435,1.3254125,14.07071823
TBLT,"ToughBuilt Industries, Inc.",0,-0.32727002,1.08856089,0.88381514,-1.29706359,-3.75900228,-3.80969101,-1.65140908,-30.31921658,-51.93859649,-30.90794451,-17.27313906,0.98969615,5.45286506
CLIR,ClearSign Technologies Corporation,-0.84985836,-0.88495575,-1.53846154,-2.60869565,-4.27350427,-9.63855422,2.27272727,-28.34394904,-56.14035088,-50.76586433,-23.20819113,-0.88105727,1.435191,11.16071429
KTCC,Key Tronic Corporation,0,0,-1.28301887,-1.94902549,-1.65413534,-1.93740686,-5.32374101,-5.5954089,-5.32374101,-18.66501854,-4.63768116,-16.81415929,0.5619623,4.89296636
IGNY,Ignyte Acquisition Corp.,-0.30832477,-0.30832477,-0.30832477,-0.30832477,-0.30832477,-0.30832477,-0.30832477,-0.20576132,-0.51282051,,,,-0.05162653,0.30927835
DGLY,"Digital Ally, Inc.",-1.45255474,-1.45255474,-1.81090909,-1.09157509,1.5112782,1.48148148,0,-1.43884892,-32.17821782,-29.3814433,-41.45299145,-34.44976077,1.3186033,5.3030303
VCNX,"Vaccinex, Inc.",-0.43478261,-0.43478261,-0.43478261,-0.187421,-0.35680097,-2.13675214,-4.58333333,-4.58333333,-12.2605364,-25.64935065,10.62801932,-55.96153846,2.2899926,5.40540541
ECOR,"electroCore, Inc.",-0.99009901,-0.49751244,-0.49751244,-0.49751244,-1.47783251,-1.96078431,-2.91262136,-2.91262136,-43.50282486,-53.05164319,-35.8974359,-33.77483444,1.2084827,3
HJLI,"Hancock Jaffe Laboratories, Inc. Common Stock",-0.12121212,-0.60313631,-0.72289157,-0.48309179,-0.63549869,1.5970516,2.2249691,4.94923858,29.82731554,23.61733931,-4.39306358,-19.1198044,-0.5261896,4.11471322
IFBD,"Infobird Co., Ltd",-0.72202166,-0.1814882,-0.72202166,-2.15960437,-0.98653417,-3.14685315,-3.81944444,-3.14685315,-29.33673469,,,,4.6039257,7.98127341
UG,"United-Guardian, Inc.",-2.39068339,-2.39068339,-2.39068339,-2.39068339,-1.0180624,-0.16420361,-2.30860198,-0.71848465,-6.17283951,9.74729242,5.71706774,3.40136054,0.30127284,2.44923689
AFI,"Armstrong Flooring, Inc.",-0.58641975,-0.58641975,0.64681436,1.13029827,-0.88925813,-3.3033033,-7.73638968,-8.52272727,-47.12643678,-50.30864198,-15.70680628,-15.92689295,1.7543195,5.03144654
ENG,ENGlobal Corporation,0,0.05027652,0,-0.99502488,-1.97044335,-4.34782609,-5.71428571,-7.90697674,-35.08196721,-56.19469027,-38.125,138.5829618,2.8092136,8.29015544
LGVN,Longeveron Inc.,0.55096419,0.82872928,0.55096419,0.55096419,-0.22688134,-2.94117647,-2.94117647,4.31034483,-44.58015267,-49.5132128,,,0.4255736,4.17537116
BBI,"Brickell Biotech, Inc.",0.4116253,0.46174966,1.00376412,2.10553019,0.249066,-1.82926829,4.54545455,9.00473934,-11.52873942,-26.81818182,3.13901345,3.21836133,2.0170267,6.32846528
ADXS,"Advaxis, Inc.",0.16963151,-0.42084211,-1.25240084,-1.86680885,0.58500797,-0.39890825,-5.87301587,1.08672491,-9.34454424,-40.7,36.04817895,7.81818182,2.9877024,5.08143322
MCAE,Mountain Crest Acquisition Corp. III,0.7231405,0.7231405,0.7231405,0,-0.20470829,-0.30674847,-0.30674847,0,,,,,-3.4757848,1.03305785
MNPR,Monopar Therapeutics Inc.,-1.44401726,5.55201144,5.76260024,3.80418251,13.04554865,14.70798319,9.42084168,5.61121857,-5.04173913,-19.9398827,-10.78267974,-0.54462659,0.15240687,18.58720968
VBFC,Village Bank and Trust Financial Corp.,0,0,0,0,1.73913043,-2.5,-3.2706108,-0.42553191,18.86318035,51.86965171,36.08607153,36.04651163,0.10717531,4.34782609
HALL,"Hallmark Financial Services, Inc.",0,-0.53050398,-0.79365079,-0.26595745,-0.26595745,1.07238606,-2.33160622,0.26595745,-19.61620469,-1.04986877,5.8988764,23.60655738,1.0508996,2.43243243
AIKI,AIkido Pharma Inc.,0.03618302,-0.05258315,-0.87353325,0.13170025,0.05263851,-1.92282875,-5.13044564,-7.87878788,-27.61904762,-35.59322034,-12.99370349,31.17017604,0.86698055,6.32756034
SLNO,"Soleno Therapeutics, Inc.",0.01184133,-1.10070258,-1.80211603,-2.93069762,-2.91954023,-3.92024333,-4.37268752,-6.71552007,-24.52212389,-39.07857143,-55.80829016,-60.51388889,1.7568884,11.32164851
POAI,Predictive Oncology Inc.,-0.48309179,-0.71332177,-0.96153846,-0.96153846,-0.48309179,-2.80373832,-4.58715596,-2.80373832,-32.46753247,-36.96969697,41.9989077,22.35294118,2.9976099,3.88349515
DSWL,"Deswell Industries, Inc.",-3.33712984,-3.33712984,-3.33712984,-4.42567568,-4.81584496,-4.81584496,-2.2235023,-2.44827586,-1.99769053,14.38005391,45.32534247,69.74,0.12045018,5.05950277
COE,China Online Education Group,0.31847134,1.28617363,1.94174757,1.28943053,-0.31330105,-5.15151515,-6.56716418,-0.63492063,-74.85943775,-86.27794827,-88.45444485,-83.68942157,0.80112463,13.89830508
QUIK,QuickLogic Corporation,0.68846816,0.86206897,0.34305317,-0.17064846,0,-2.68456376,-7.49601276,-4.76190476,-15.45189504,-18.07909605,53.03430079,92.05298013,1.1490794,4.37828371
ICCC,ImmuCell Corporation,-3.3557047,-3.3557047,-3.3557047,-3.3557047,-3.3557047,-2.64788732,-5.0935334,-5.6768559,-11.38552425,-18.1042654,45.21008403,65.20076482,0.52704006,5.3611134
ONVO,"Organovo Holdings, Inc.",0.78843627,0.26143791,0.26143791,0.39267016,0.92105263,-1.54043646,-2.16836735,0.1305483,-7.25513906,-32.42290749,-37.64227642,8.02816901,2.426209,3.17460317
FPAY,"FlexShopper, Inc.",-0.31948882,-0.25575448,0.1026694,-0.54191903,-3.10258083,-2.19435737,9.47368421,7.5862069,6.84931507,7.21649485,21.40077821,72.37569061,1.738099,6.83713355
SFUN,Fang Holdings Limited,0,0,0,-0.01630169,-0.01630169,-2.25763612,-3.91644909,-3.15789474,-36.60637382,-39.47368421,-45.07462687,-31.59851301,0.70259136,3.85144429
TPHS,Trinity Place Holdings Inc.,-0.72992701,-0.72992701,-0.72992701,-0.72992701,-0.97087379,-0.48780488,1.49253731,-3.77358491,4.08163265,-7.27272727,63.2,29.93630573,1.6743969,1.98019802
GTIM,Good Times Restaurants Inc.,-1.53550864,-0.38834951,-0.58139535,-2.09923664,-0.19455253,-1.9047619,-3.19548872,-4.09683426,26.2254902,38.06970509,80.70175439,227.21265646,2.0810032,4.55247525
BOTJ,"Bank of the James Financial Group, Inc.",0.42432815,0.70921986,0.70921986,0.70921986,0.35264768,1.16533139,-1.4893617,-1.83745583,-18.55544448,5.15484335,26.06434291,40.82026741,0.49194595,3.7437005
MNDO,MIND C.T.I. Ltd.,0,0,0,0.0060794,0.30182007,-0.60422961,-0.3030303,2.17391304,1.54320988,7.16612378,27.02702703,40.5982906,0.7121187,3.07692308
DXYN,"The Dixie Group, Inc.",-0.44742729,0,-0.66964286,0.45146727,1.13636364,-2.20264317,-0.2247191,8.29268293,68.18181818,47.01986755,74.11764706,387.32301613,2.9806697,6.07228803
ENVB,"Enveric Biosciences, Inc.",-0.6589404,-0.16306156,0.00333333,-0.99006633,6.38275238,-2.56410256,15.58935361,52.7638191,22.58064516,-33.03964758,-28.63849765,,2.451473,13.04347826
JCS,"Communications Systems, Inc.",0,0,0,-0.59347181,-0.59347181,-0.4945569,-1.47058824,-1.47058824,-7.07350902,2.44648318,46.6083151,59.52380952,0.80304205,1.90218209
ASRV,AmeriServ Financial Inc.,0,0,0.79787234,0.79787234,0.79787234,2.97297297,2.14477212,-2.30769231,-7.07317073,1.06100796,21.72523962,40.07352941,0.82113904,2.95714823
CGRN,Capstone Green Energy Corporation,0.23419204,0,-0.23310023,-0.11668611,3.38164251,-2.94117647,-5.50660793,-9.30232558,-49.58871915,-53.01204819,-59.90654206,9.16030534,2.3530097,11.25
BLUW,Blue Water Acquisition Corp.,0.22974008,-0.23316295,-0.55977028,1.36558809,-3.46966887,11.06965174,16.57963446,25.95204513,-11.32075472,-12.1927237,,,-0.23332646,36.91709845
FUSB,"First US Bancshares, Inc.",-2.07351555,-2.07351555,-2.07351555,-2.07351555,-3.7962963,-7.56227758,0.09633911,-3.34883721,1.36585366,16.74157303,15.24852196,72.30514096,0.75001436,8.18094321
GIFI,"Gulf Island Fabrication, Inc.",0,0,0.243309,0,0.48780488,-0.24213075,-1.4354067,-5.93607306,-17.10261569,0.73349633,34.64052288,44.56140351,0.85969293,0.97799511
TRKA,"Troika Media Group, Inc.",0,-0.61728395,0,-0.61728395,-1.82926829,-4.70588235,-7.42857143,-5.26315789,-41.30434783,,,,0.17238656,5.59006211
WVVI,"Willamette Valley Vineyards, Inc.",0.07782101,0.07782101,0.07782101,0.07782101,-0.38729667,0.07782101,-0.45206837,1.90174326,-4.31547619,57.02075702,101.88383046,103.91012732,0.28390723,2.11930926
SYN,"Synthetic Biologics, Inc.",0,-0.35299003,-0.01041775,0.22974102,0.81932773,-0.26920688,-4.91609082,0.39608088,-23.48268192,-27.82856287,25.74412533,-2.27272727,2.7892883,3.59408034
AUVI,"Applied UV, Inc.",0.92250647,0.92250647,1.20546959,1.20546959,2.58358663,0.59612519,-3.57142857,-2.73775216,-30.48403708,-19.83372922,47.05882353,5.63380282,0.7551724,4.76344086
MTEX,"Mannatech, Incorporated",-2.12240725,-2.12240725,-0.28720238,-0.28720238,-1.89311859,0,0.01044776,0.15994021,30.51616673,80.12634409,80.12634409,104.8517273,0.7119272,3.76119403
CLPS,CLPS Incorporation,1.52439024,1.64214639,-0.2994012,1.80372975,2.14723926,-2.05882353,-5.39772727,0.60422961,-26,-15.90909091,9.53947368,5.37974684,1.7656828,4.92307692
MACK,"Merrimack Pharmaceuticals, Inc.",0.21321962,-1.67364017,-0.63424947,1.07526882,1.29310345,-0.42372881,-1.87891441,-6.37450199,-26.2166405,-27.13178295,-31.78519594,22.7154047,1.3403262,5.05494505
LGL,"LGL Group, Inc. (The)",-0.32197254,-0.32197254,-0.32197254,-0.15957758,0.16764459,-2.36928105,3.01724138,7.07885305,9.03284672,0.20964361,-4.70494418,45.55420219,0.46681562,4.66011116
BRLI,Brilliant Acquisition Corporation,0.39721946,0.39721946,0.39721946,0.39721946,0.39721946,0.39721946,0.39721946,0.39721946,1.1,0.69620821,0.999001,,0.09071155,0.39564787
CLRB,"Cellectar Biosciences, Inc.",0.09085403,-0.13094279,0,-0.33172497,1.15282595,-2.88461538,-1.94174757,-0.98039216,-32.2147651,-42.61363636,-51.44230769,-12.93103448,1.5391845,10.41339613
BAOS,Baosheng Media Group Holdings Limited,-0.63536044,-0.4784689,-1.08897237,-1.42180095,-2.34741784,-5.40540541,-6.66666667,-9.48275862,-34.57943925,-58.66141732,,,2.0428374,8.82352941
GEG,"Great Elm Group, Inc.",0.43478261,0.43478261,-0.36231884,-0.36231884,0.43478261,-1.70212766,-2.94117647,-2.53164557,-16,-12.83018868,-19.79166667,14.92537313,0.7956422,3.07017544
RWLK,ReWalk Robotics Ltd.,0.00757633,0,0.69417957,0,0.65578771,-0.74626866,-4.31654676,-5,-29.62962963,-54.76190476,0.75757576,22.01834862,2.5786903,3.87596899
HFBL,"Home Federal Bancorp, Inc. of Louisiana",0.82872928,0.82872928,0.82872928,0.82872928,-1.61725067,-1.61725067,-1.61725067,1.332593,10.60606061,34.53741246,26.38504155,0,-0.04590382,2.48618785
OBAS,Optibase Ltd.,10.03752345,10.03752345,10.03752345,10.03752345,10.03752345,10.03752345,10.03752345,10.03752345,6.63636364,4.73214286,-1.17944398,-6.08486789,0.190421,9.12190963
PPIH,"Perma-Pipe International Holdings, Inc.",-0.66666667,0.67567568,-0.66666667,-0.73284477,-0.40106952,6.24113475,5.49295775,6.6951567,4.02777778,7,22.98850575,37.43119266,0.10197337,16.1971831
BTN,"Ballantyne Strong, Inc.",0,-1.1828118,-0.3021148,-0.3021148,-1.78571429,-4.02298851,-6.17977528,-0.29850746,-32.2515213,22.79411765,65.88030792,103.65853659,1.1362401,5.45454545
REED,"Reeds, Inc.",0,-0.21459227,-0.30643138,-0.4587156,-0.95846645,-1.85436454,-2.25225225,-2.61780105,-36.17647059,-34.9,10.15228426,-31.40147524,1.4490727,1.88940092
MDIA,Mediaco Holding Inc.,-0.69060773,-0.20818876,0.55944056,-0.82895408,-3.06707112,-6.82989691,-7.54475703,-14.8409894,102.43595128,113.90532544,177.54318618,123.83900929,0.11999051,10.76923077
SALM,"Salem Media Group, Inc.",0.52173913,0.52173913,-0.34482759,0.28454438,0,-2.3890785,7.9245283,-2.05479452,2.14285714,-10.90342679,175,214.25118119,1.7829813,5.39568345
DAIO,Data I/O Corporation,0.13900315,0.28551542,0.47962655,0.85714286,2.02312139,3.89839737,23.64273205,25.39964476,14.0549273,28.83211679,71.3592233,116.56441718,0.9856946,4.74074074
ACBA,Ace Global Business Acquisition Limited,0.70039378,0.70039378,0.70039378,0.70039378,0.70039378,0.70039378,0.70039378,0.90361446,,,,,-0.847214,0.69576469
JZXN,"Jiuzi Holdings, Inc.",-0.33112583,0,-0.33112583,-0.33112583,-0.33112583,-2.90322581,-2.58899676,-8.78787879,-74.70588235,,,,2.1123254,3.66666667
PME,Pingtan Marine Enterprise Ltd.,0.14628438,0.14628438,0.0146092,0.0146092,0.69142623,-0.10002858,1.3335266,5.92424242,-27.17708333,-34.04716981,-62.41397849,-26.41052632,0.40050435,6.25373134
NMTC,NeuroOne Medical Technologies Corporation,0.19920319,0.6,0.80160321,0,2.86298569,-6.65434381,6.99152542,42.25352113,-28.26704545,-38.78787879,7.21868365,27.52525253,1.6153864,20.22222222
VENA,Venus Acquisition Corporation,-0.1001001,-0.1001001,-0.1001001,-0.1001001,0,-0.1001001,-0.2,0.20080321,0.40241449,,,,0.15209366,0.20060181
MYO,Myomo Inc.,-0.56818182,-0.5691234,-1.1299435,-0.75614367,-1.42973818,-5.74506284,-11.69049622,-2.41635688,3.04219823,-18.54150504,56.01783061,183.63047002,1.7768493,12.38423645
WEI,Weidai Ltd.,0,1.01782668,1.01782668,0.37413773,-0.1279665,-1.93081255,-2.48,-1.39819737,-23.8125,-43.49006623,-35.84210526,-21.71559633,1.5909495,3.58333333
VLON,Vallon Pharmaceuticals Inc.,0,-0.56053812,-0.50476725,-0.89385475,-2.74122807,-0.22624434,5.88235294,25.46230441,103.69515012,68.32061069,,,2.1283054,12.23305809
NCSM,"NCS Multistage Holdings, Inc.",1.04569138,1.04569138,1.04569138,1.04569138,2.8047025,2.8047025,3.53552361,8.7225023,5.00166597,-32.44667738,11.99866726,86.66444543,1.350029,2.75671343
PBTS,"Powerbridge Technologies Co., Ltd.",0,-0.38022814,-0.75757576,-2.17310134,-1.87265918,-5.07246377,-12.08053691,-11.48648649,-6.42857143,-62.46418338,-44.25531915,-38.20754717,1.8675276,6.92307692
RCMT,"RCM Technologies, Inc.",-0.45248869,-1.10091743,-0.36968577,0.18587361,-0.73664825,-6.2283737,2.65151515,5.44747082,40.77922078,44.53333333,161.83574879,281.69014085,2.1465986,9.78317757
NINE,"Nine Energy Service, Inc.",0,0,-0.46380739,-0.26109661,0.26246719,-8.17307692,-6.82926829,-15.11111111,-19.74789916,-44.3148688,-29.77941176,72.07207207,1.7481132,12.43243243
RMTI,"Rockwell Medical, Inc.",0.06293266,0.06293266,-0.625,-1.36476427,-1.83670319,-3.54868062,-0.625,-4.21686747,-34.6418662,-50.69767442,-37.02970297,-48.29268293,2.0931141,5.94560405
SRTS,"Sensus Healthcare, Inc.",2.27920228,2.27920228,2.27920228,0.56022409,2.27920228,1.69971671,-1.91256831,0.84269663,-3.23450135,-14.11483254,-6.99481865,38.61003861,0.4298824,3.3045977
CCLP,CSI Compressco LP,-1.57949044,-1.57949044,-1.57949044,-1.57949044,2.47933884,0.81300813,-5.34351145,4.20168067,-40.38461538,-41.50943396,16.98113208,33.29033645,1.0461767,5.83333333
NURO,"NeuroMetrix, Inc.",0.56925996,-0.28222013,0.66476733,-0.37593985,-1.48698885,-3.91264786,-3.11926606,-11.55778894,209.67741935,209.67741935,234.17721519,572.61146497,4.7727036,7.74509804
LIVE,Live Ventures Incorporated,3.33333333,3.33333333,2.24384969,1.07164809,0.70563174,-0.29000791,-8.97713598,-15.59919661,-42.84418921,55.95876289,204.50885668,330.26166098,0.26661485,8.9815333
FSEA,First Seacoast Bancorp,-0.14762386,-0.14762386,-0.14762386,-0.14762386,-0.14762386,-0.14762386,-0.05566295,0.66666667,3.1675059,9.72666667,11.21446912,54.303125,0.30198157,0.24910383
BWEN,"Broadwind, Inc.",0.32786885,0,0.58179667,0.16366612,0,-3.17460317,-5.57275542,-4.6875,-39.84220907,-51.89274448,-61.53846154,-3.78548896,2.0404668,5.62913907
VIRC,Virco Manufacturing Corporation,-0.27027027,0,0,0,0,0,-1.07238606,-1.6,5.73065903,4.5325779,45.84980237,67.72727273,1.2359071,0.27100271
AAMC,Altisource Asset Management Corp Com,0.45903955,1.31766382,2.89405348,3.60222572,10.82976237,10.80870918,2.59179266,31.33640553,67.84452297,25.05484862,20.86513995,43.07228916,0.23756936,13.27503975
KFFB,Kentucky First Federal Bancorp,-0.14044944,-0.14044944,-0.14044944,-0.14044944,-0.14044944,-0.1362417,-1.93103448,-1.25,-0.83682008,-2.4691358,12.5,6.93015701,-0.12904967,0.14064698
AZRX,"AzurRx BioPharma, Inc.",0.06385696,0.288,0.44871795,1.26009693,0.46481808,-3.25667541,-0.04783926,-0.34976153,-30.34007557,-50.25396825,-35.3814433,-16.77068118,1.7875295,5.99675851
FBRX,"Forte Biosciences, Inc.",0.24154589,0.50859772,0.4842615,0.48182853,-0.5988024,-0.95465394,-17.98418972,-85.89394969,-89.66118585,-85.06657071,-88.60203241,-86.94968553,-0.5474075,9.48905109
CCNC,Code Chain New Continent Limited,1.33333333,0,-0.65359477,-0.65359477,2.01342282,2.01342282,-4.40251572,7.04225352,-42.64150943,-65.45454545,-21.64948454,32.17391304,1.4471581,4.79452055
LPTH,"LightPath Technologies, Inc.",0.92165899,0.92165899,0.4587156,0.58791108,2.07886641,-0.45454545,-4.36681223,-3.94736842,-24.22145329,-37.06896552,-44.13265306,-2.23214286,0.79369086,4.73933649
MKD,Molecular Data Inc.,0,0.62126643,1.64132271,1.12872238,-1.28926395,-6.4,-11.71662125,-4.27272727,-51.02895012,-66.304,-49.85714286,-65.19295926,3.120284,9.75609756
IKT,"Inhibikase Therapeutics, Inc.",-1.70212766,-1.28205128,-0.8583691,-2.11864407,0.65359477,-4.9382716,-4.14937759,-2.53164557,-59.47368421,-65.47085202,-66.52173913,,2.779805,8
CARV,"Carver Bancorp, Inc.",-0.30138638,0.54711246,1.84729064,1.8360034,1.03848503,-2.06489676,0.60606061,-11.03965702,20.02892263,63.70808679,155.77812018,172.57799672,1.133977,5.80524345
AGBA,AGBA Acquisition Limited,-0.36832413,-0.18450185,-0.18450185,-0.18450185,-0.18450185,-0.18450185,-0.18450185,-0.0923361,1.69172932,3.83877159,2.65654649,6.07843137,0.11886289,0.36968577
BXRX,"Baudax Bio, Inc.",-0.36485698,-0.04392387,-0.9862219,1.56203511,1.02101213,-3.20848057,-2.31098431,8.6984127,-19.40684948,-47.72519084,-32.1980198,-78.53291536,2.138653,8.08342213
EKSO,"Ekso Bionics Holdings, Inc.",-0.21834061,-0.21834061,-0.21834061,1.55555556,0,-3.19148936,-4.41176471,-4.81171548,-19.46902655,-31.47590361,-25.77487765,-4.81171548,2.1685646,5.93049327
SDH,"Global Internet of People, Inc.",-0.84745763,-0.84745763,-2.5,-2.5,-3.7037037,-3.7037037,-3.7037037,-3.7037037,-22.86900916,-29.09090909,,,1.6748743,4.7008547
JOB,GEE Group Inc.,-0.23995201,-0.23995201,-0.3594967,-0.33959249,-0.22,-2.21481772,-5.42180095,-4.53501722,-23.00925926,-67.6038961,-49.88448016,-50.6039604,1.2209735,5.35423453
MDJH,MDJM LTD,1.67014614,1.67014614,1.67014614,1.67014614,-0.40899796,-0.81466395,1.88284519,5.86956522,-28.27687776,21.14427861,15.95238095,13.01663921,0.34556085,4.91452991
IKNX,Ikonics Corporation,-1.83772538,-2.00252696,-2.00252696,-2.21070812,-3.61536026,-3.86554622,-1.92043896,4.37956204,163.59447005,187.14859438,186.87784621,796.55172414,1.682812,8.95415473
ARKR,Ark Restaurants Corp.,0.07660429,0.07660429,0.07660429,0.07660429,0.07660429,-0.37523452,1.0786802,-0.74766355,-20.8250497,-16.15789474,-17.84424961,58.03571429,0.73603326,0.84139144
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",-0.47619048,-0.23866348,0.72289157,0.23980815,-0.67248057,0.47732697,-2.77136259,-4.31818182,-14.08163265,-48.34355828,-51.85820469,-60.87433319,0.24242522,5.57177616
ICCH,"ICC Holdings, Inc.",-0.60816327,-0.60816327,-0.60816327,-0.60816327,-0.60816327,0.26882353,0.26882353,1.31173848,17.55655172,54.2667089,19.2006993,24.49113735,0.3095207,0.87998733
NAOV,"NanoVibronix, Inc.",0.21505376,-0.21413276,0,0,-1.62550137,-5.69105691,1.31004367,-15.63636364,147.3347548,109.00900901,203.62517995,259.2443481,3.7307372,8.37004405
IDRA,"Idera Pharmaceuticals, Inc.",-0.47393365,-0.47393365,-0.47393365,-0.47393365,-0.94339623,-0.93457944,0,-2.75229358,-15.87301587,-78.4114053,-71.11716621,-46.1928934,0.58492994,4.34782609
NEW,Puxin Limited,-0.61032864,0.58599937,0.79352484,-0.03148119,1.18712847,-6.02941176,-3.31366319,-1.69230769,-70.27906977,-88.73015873,-89.02061856,-93.59077232,0.9690796,12.46305419
NBRV,Nabriva Therapeutics plc,0.45454545,-0.89686099,-0.45045045,-0.55795536,-0.45045045,3.7037037,0.9009009,5.66037736,-22.75862069,-36,-53.71900826,-80.04987531,1.2125129,7.33944954
PTE,"PolarityTE, Inc.",-0.07457122,0,-0.63769835,-0.02984184,-1.77393344,-2.23697503,-4.3220339,-4.02380278,-40.05309735,-47.078125,-0.38235294,-37.85321101,1.3807656,5.05983942
AEMD,"Aethlon Medical, Inc.",0,0,-0.83333333,-0.83333333,-0.02240394,-3.51351351,-3.25203252,-4.03225806,-66.91380908,72.46376812,44.53441296,160.58394161,3.2433958,5.11363636
AAU,"Almaden Minerals, Ltd.",-0.02498751,-0.04996253,-0.2244389,-0.02498751,-0.04896377,-3.49734684,-5.1446183,-2.43842965,-26.13992985,-38.89737324,-14.70901727,-41.86283057,0.39216533,3.91003486
FTEK,"Fuel Tech, Inc.",0,0.22209883,0,0.2722071,-0.27624309,-3.72340426,-3.20855615,-3.20855615,-29.296875,-46.76470588,-53.35051546,152.29997212,3.9392498,9.18309859
HUDI,"Huadi International Group Co., Ltd.",-4.37788018,-2.81030445,-2.81030445,-3.71229698,-2.58215962,-6.09480813,-3.03030303,1.71149144,-16.46586345,-25.71428571,,,1.648022,8.03297078
BMRA,"Biomerica, Inc.",-0.23094688,-0.80367394,-1.14416476,-0.46082949,0.43942247,-0.91116173,-7.83898305,-2.90178571,10.12658228,-28.68852459,-12.65060241,-35.93519882,1.3878171,5.47619048
DFFN,Diffusion Pharmaceuticals Inc.,-0.01882885,-0.56179775,-0.76621192,-0.98825284,0.24542194,-2.46575342,-5.95280028,-9.50686324,-30.82901554,-43.80130499,-32.83018868,-37.28714034,1.1605083,5.36398467
RCRT,"Recruiter.com Group, Inc.",0.98765432,0.86313194,1.74129353,0.98765432,-3.08056872,-12.88209607,-10.73825503,-1.48148148,-60.1,-55.66666667,-51.63636364,-18.15384615,-0.60875976,18.04123711
SOTK,Sono-Tek Corporation,1.42815506,1.42815506,0.86956522,0.86956522,6.42201835,4.50764287,1.45772595,5.45774114,,,,,-0.15516111,17.79141104
NETE,"Net Element, Inc.",-0.20080321,0.91370558,-1.77865613,-2.64446621,-0.89730808,1.84615385,1.63766633,-9.2321755,-9.48040109,-10.94170404,-28.8172043,47.32937685,1.00347,10.93247588
CBMB,"CBM Bancorp, Inc.",-0.27555439,1.26582278,1.26582278,1.26582278,1.33333333,1.33333333,0.19775873,1.33333333,4.46735395,6.68762985,14.45783133,26.66666667,-0.07939395,1.7988008
YGMZ,MingZhu Logistics Holdings Limited,-0.28985507,1.47492625,1.17647059,-1.43266476,3.33433464,-2.01729107,-4.22535211,-6.59340659,-32.4055666,-37.03703704,-66.53543307,,-2.2986248,7.01219512
GRCY,Greencity Acquisition Corporation,-0.09852217,0,0,0,0,0,0.09871668,0.09871668,0.24715769,-2.78044104,0.5952381,,0.09267445,0.09861933
ANPC,"AnPac Bio-Medical Science Co., Ltd.",2.87356322,-1.10497238,-1.37741047,3.30399654,3.76811594,-5.17711172,-1.13636364,-3.60110803,-21.44469526,-48.05970149,-34.33962264,-27.5,1.8127395,7.15328467
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.87719298,1.23239437,0.52447552,-0.34662045,1.05448155,-0.52173913,-4.9833887,5.14705882,-18.28571429,-20.66574202,-26.76056338,73.33333333,2.0054164,6.64492754
TRIB,Trinity Biotech plc,0.4,0.80321285,0.4,0.4,0.42008402,-3.44827586,-4.18250951,-3.44827586,-22.6993865,-41.66666667,-33.85826772,16.12903226,1.2945883,8.25306122
KLXE,"KLX Energy Services Holdings, Inc.",1.18673707,0,-0.66666667,-1.8121911,-0.83194676,-6.43642072,-7.30948678,-6.28930818,-55.88452998,-58.05770584,-7.73993808,6.81003584,2.1334994,8.33673469
ASTC,Astrotech Corporation,0,0,0.88272383,0.10588122,0,-1.85185185,-2.75229358,-4.5045045,-16.53543307,-43.01075269,-40.11299435,-48.54368932,1.8915417,6.93069307
VMAR,Vision Marine Technologies Inc.,-1.10584518,-1.26182965,0.80352973,0.80352973,-1.32564115,-0.47244094,1.12,-1.5576324,-39.98100665,-34.7107438,-53.01115242,,1.6261314,4.27764326
VJET,voxeljet AG,-0.40268456,-1.19840213,-2.2397892,-1.19840213,-2.36842105,-7.25,-3.51105332,2.34482759,-49.4894486,-51.66123779,-23.97540984,-6.43127364,2.75148,7.96221323
PFIE,"Profire Energy, Inc.",0.70214339,0.70214339,0.92592593,0.92592593,1.39534884,0.93457944,-1.81818182,-3.57142857,-6.08695652,-9.24369748,26.68621701,46.91878656,1.373842,1.86915888
